run_id,num_params,eval.run_id,eval.step,eval.max_per_task,eval.core_metric,eval.samples,eval.results.hellaswag_zeroshot,eval.results.jeopardy,eval.results.bigbench_qa_wikidata,eval.results.arc_easy,eval.results.arc_challenge,eval.results.copa,eval.results.commonsense_qa,eval.results.piqa,eval.results.openbook_qa,eval.results.lambada_openai,eval.results.hellaswag,eval.results.winograd,eval.results.winogrande,eval.results.bigbench_dyck_languages,eval.results.agi_eval_lsat_ar,eval.results.bigbench_cs_algorithms,eval.results.bigbench_operators,eval.results.bigbench_repeat_copy_logic,eval.results.squad,eval.results.coqa,eval.results.boolq,eval.results.bigbench_language_identification,eval.centered_results.hellaswag_zeroshot,eval.centered_results.jeopardy,eval.centered_results.bigbench_qa_wikidata,eval.centered_results.arc_easy,eval.centered_results.arc_challenge,eval.centered_results.copa,eval.centered_results.commonsense_qa,eval.centered_results.piqa,eval.centered_results.openbook_qa,eval.centered_results.lambada_openai,eval.centered_results.hellaswag,eval.centered_results.winograd,eval.centered_results.winogrande,eval.centered_results.bigbench_dyck_languages,eval.centered_results.agi_eval_lsat_ar,eval.centered_results.bigbench_cs_algorithms,eval.centered_results.bigbench_operators,eval.centered_results.bigbench_repeat_copy_logic,eval.centered_results.squad,eval.centered_results.coqa,eval.centered_results.boolq,eval.centered_results.bigbench_language_identification,eval.bpb.train,eval.bpb.val,model.depth,model.aspect_ratio,model.head_dim,model.max_seq_len,model.window_pattern,horizon.num_iterations,horizon.target_flops,horizon.target_tokens,horizon.target_param_data_ratio,horizon.target_time_minutes,optim.device_batch_size,optim.total_batch_size,optim.embedding_lr,optim.unembedding_lr,optim.weight_decay,optim.matrix_lr,optim.scalar_lr,optim.warmup_steps,optim.warmdown_ratio,optim.final_lr_frac,optim.resume_from_step,fp8.enabled,fp8.recipe,eval.eval_every,eval.eval_tokens,eval.core_metric_every,eval.core_metric_max_per_task,eval.sample_every,log.save_every,log.model_tag,log.run,log.wandb_project,log.wandb_entity,log.sweep_id,runtime.device_type
02f5xtcv,286261730,02f5xtcv,2511,-1,0.14464780176936884,"[{'prompt': 'The capital of France is', 'completion': '<|bos|>The capital of France is the city of Paris. The capital of France is the capital of the country of'}, {'prompt': 'The chemical symbol of gold is', 'completion': '<|bos|>The chemical symbol of gold is Au. It is a soft, malleable, and ductile metal. It'}, {'prompt': 'If yesterday was Friday, then tomorrow will be', 'completion': '<|bos|>If yesterday was Friday, then tomorrow will be Friday. If today was Monday, then tomorrow will be Monday. If today was'}, {'prompt': 'The opposite of hot is', 'completion': '<|bos|>The opposite of hot is cold. The temperature of the air is the same as the temperature of the water'}, {'prompt': 'The planets of the solar system are:', 'completion': '<|bos|>The planets of the solar system are: Mercury, Venus, Mars, Jupiter, Saturn, Uranus, Neptune,'}, {'prompt': 'My favorite color is', 'completion': '<|bos|>My favorite color is green. I love it. I love it. I love it. I love'}, {'prompt': 'If 5*x + 3 = 13, then x is', 'completion': '<|bos|>If 5*x + 3 = 13, then x is 5*x + 3 = 13. If 5*x'}]",0.36237800121307373,0.00897496473044157,0.24472220242023468,0.5728114247322083,0.2815699577331543,0.5999999642372131,0.30384930968284607,0.6773666739463806,0.33400002121925354,0.30564719438552856,0.35819557309150696,0.5677655935287476,0.5232833623886108,0.07700000703334808,0.2391304224729538,0.4227272570133209,0.08571428805589676,0.03125,0.13841059803962708,0.182387575507164,0.5107033252716064,0.25360000133514404,0.14983733495076498,0.00897496473044157,0.24472220242023468,0.43041523297627765,0.04209327697753906,0.19999992847442627,0.12981163710355756,0.35473334789276123,0.11200002829233806,0.30564719438552856,0.14426076412200928,0.13553118705749512,0.04656672477722168,0.07700000703334808,0.04891302809119223,0.4227272570133209,0.08571428805589676,0.03125,0.13841059803962708,0.182387575507164,-0.2876228282326146,0.17887788925758422,0.8485415022346101,0.8474180657939999,12,64,128,2048,SSSL,-1,1e+18,-1,-1.0,-1.0,32,-1,0.3,0.008,0.28,0.02,0.5,40,0.65,0.05,-1,False,tensorwise,-1,52428800,999999,-1,-1,-1,,,nanochat,guillaume-lajoie,scaling_law_sanity,
0m2jxhzp,195952986,0m2jxhzp,8277,-1,0.14705287954640164,"[{'prompt': 'The capital of France is', 'completion': '<|bos|>The capital of France is the capital of the United States. The capital of the United States is the capital'}, {'prompt': 'The chemical symbol of gold is', 'completion': '<|bos|>The chemical symbol of gold is Au. The chemical symbol of gold is Au. The chemical symbol of gold is'}, {'prompt': 'If yesterday was Friday, then tomorrow will be', 'completion': '<|bos|>If yesterday was Friday, then tomorrow will be Friday. If yesterday was Saturday, then tomorrow will be Saturday. If yesterday was'}, {'prompt': 'The opposite of hot is', 'completion': '<|bos|>The opposite of hot is cold. The opposite of cold is hot. The opposite of hot is cold.'}, {'prompt': 'The planets of the solar system are:', 'completion': '<|bos|>The planets of the solar system are: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Ne'}, {'prompt': 'My favorite color is', 'completion': ""<|bos|>My favorite color is blue. I love blue because it's the color that makes me feel calm and""}, {'prompt': 'If 5*x + 3 = 13, then x is', 'completion': '<|bos|>If 5*x + 3 = 13, then x is 5*x + 3 = 13. If 5*x'}]",0.37631943821907043,0.014170996844768524,0.2699178159236908,0.5816498398780823,0.282423198223114,0.6200000047683716,0.22686323523521423,0.6822633147239685,0.31800001859664917,0.3112749755382538,0.36944830417633057,0.5787546038627625,0.5051302313804626,0.06200000271201134,0.24347825348377228,0.4318181574344635,0.15238095819950104,0.0,0.17634814977645874,0.1977953165769577,0.4966360628604889,0.2547000050544739,0.16842591762542725,0.014170996844768524,0.2699178159236908,0.4421997865041097,0.043230930964152016,0.24000000953674316,0.03357904404401778,0.364526629447937,0.0906666914621989,0.3112749755382538,0.15926440556844076,0.1575092077255249,0.010260462760925293,0.06200000271201134,0.05434781685471533,0.4318181574344635,0.15238095819950104,0.0,0.17634814977645874,0.1977953165769577,-0.3246419398408187,0.1800880143613574,0.8379865195570233,0.8364663564945494,10,64,128,2048,SSSL,-1,2.15e+18,-1,-1.0,-1.0,32,-1,0.3,0.008,0.28,0.02,0.5,40,0.65,0.05,-1,False,tensorwise,-1,52428800,999999,-1,-1,-1,,,nanochat,guillaume-lajoie,scaling_law_sanity,
3emsvyhr,896533746,3emsvyhr,330,-1,0.096102455255602,"[{'prompt': 'The capital of France is', 'completion': '<|bos|>The capital of France is the capital of France, and the capital of France is the capital of France.'}, {'prompt': 'The chemical symbol of gold is', 'completion': '<|bos|>The chemical symbol of gold is gold. It is a metal that is used in the manufacture of many things,'}, {'prompt': 'If yesterday was Friday, then tomorrow will be', 'completion': '<|bos|>If yesterday was Friday, then tomorrow will be Friday. If tomorrow was Friday, then tomorrow will be Friday. If tomorrow was'}, {'prompt': 'The opposite of hot is', 'completion': '<|bos|>The opposite of hot is the hot. The hot is the hot. The hot is the hot. The'}, {'prompt': 'The planets of the solar system are:', 'completion': '<|bos|>The planets of the solar system are: Jupiter, Saturn, Uranus, Neptune, Uranus, Neptune,'}, {'prompt': 'My favorite color is', 'completion': '<|bos|>My favorite color is red. I love red. I love red. I love red. I love'}, {'prompt': 'If 5*x + 3 = 13, then x is', 'completion': '<|bos|>If 5*x + 3 = 13, then x is the number of times the number of times the number of times the number of times'}]",0.3054172396659851,0.0018894661916419864,0.1353771984577179,0.48569023609161377,0.26877132058143616,0.5600000023841858,0.2981162965297699,0.6507072448730469,0.29600000381469727,0.23888996243476868,0.3034256100654602,0.5750916004180908,0.5130228996276855,0.06700000166893005,0.260869562625885,0.4212121069431305,0.06666667014360428,0.0,0.13216650485992432,0.09820869565010071,0.40305808186531067,0.25609999895095825,0.07388965288798015,0.0018894661916419864,0.1353771984577179,0.3142536481221517,0.025028427441914875,0.12000000476837158,0.12264537066221236,0.30141448974609375,0.06133333841959635,0.23888996243476868,0.07123414675394694,0.15018320083618164,0.026045799255371094,0.06700000166893005,0.07608695328235625,0.4212121069431305,0.06666667014360428,0.0,0.13216650485992432,0.09820869565010071,-0.5708997845649719,0.1816281616622203,0.9301814338940807,0.93064549247001,20,64,128,2048,SSSL,-1,1e+18,-1,-1.0,-1.0,32,-1,0.3,0.008,0.28,0.02,0.5,40,0.65,0.05,-1,False,tensorwise,-1,52428800,999999,-1,-1,-1,,,nanochat,guillaume-lajoie,scaling_law_sanity,
8n47041l,195952986,8n47041l,38497,-1,0.17998479739290446,"[{'prompt': 'The capital of France is', 'completion': '<|bos|>The capital of France is Paris, and the capital of France is Paris. The capital of France is Paris'}, {'prompt': 'The chemical symbol of gold is', 'completion': '<|bos|>The chemical symbol of gold is Au. The chemical symbol of gold is Au. The chemical symbol of gold is'}, {'prompt': 'If yesterday was Friday, then tomorrow will be', 'completion': '<|bos|>If yesterday was Friday, then tomorrow will be Friday. If yesterday was Friday, then tomorrow will be Friday. If yesterday was'}, {'prompt': 'The opposite of hot is', 'completion': '<|bos|>The opposite of hot is cold. The opposite of cold is hot. The opposite of hot is cold.'}, {'prompt': 'The planets of the solar system are:', 'completion': '<|bos|>The planets of the solar system are: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Ne'}, {'prompt': 'My favorite color is', 'completion': '<|bos|>My favorite color is blue. I love the color blue because it is calming and soothing. I also'}, {'prompt': 'If 5*x + 3 = 13, then x is', 'completion': '<|bos|>If 5*x + 3 = 13, then x is 5*x + 3 = 13. This is the same as'}]",0.4031069278717041,0.021256495267152786,0.3301510810852051,0.6090067028999329,0.31058019399642944,0.6200000047683716,0.2710892856121063,0.6920565366744995,0.35200002789497375,0.3442654609680176,0.3972316086292267,0.6263736486434937,0.5201262831687927,0.04700000211596489,0.2652173936367035,0.42424240708351135,0.14761905372142792,0.0,0.2264900654554367,0.2099461406469345,0.5596330165863037,0.25839999318122864,0.20414257049560547,0.021256495267152786,0.3301510810852051,0.47867560386657715,0.08077359199523926,0.24000000953674316,0.08886160701513289,0.384113073348999,0.13600003719329834,0.3442654609680176,0.1963088115056356,0.2527472972869873,0.04025256633758545,0.04700000211596489,0.08152174204587935,0.42424240708351135,0.14761905372142792,0.0,0.2264900654554367,0.2099461406469345,-0.1588604826676218,0.18415840834018551,0.8133229964192975,0.8133271013678914,10,64,128,2048,SSSL,-1,1e+19,-1,-1.0,-1.0,32,-1,0.3,0.008,0.28,0.02,0.5,40,0.65,0.05,-1,False,tensorwise,-1,52428800,999999,-1,-1,-1,,,nanochat,guillaume-lajoie,scaling_law_sanity,
8pzz5vbz,896533746,8pzz5vbz,710,-1,0.13872795287808207,"[{'prompt': 'The capital of France is', 'completion': '<|bos|>The capital of France is Paris, which is the capital of the French Republic. The capital of France is'}, {'prompt': 'The chemical symbol of gold is', 'completion': '<|bos|>The chemical symbol of gold is Au. It is a soft, silvery-white metal that is found in nature in'}, {'prompt': 'If yesterday was Friday, then tomorrow will be', 'completion': '<|bos|>If yesterday was Friday, then tomorrow will be Saturday, and today will be Sunday. If today was Sunday, then tomorrow will'}, {'prompt': 'The opposite of hot is', 'completion': '<|bos|>The opposite of hot is cold. Cold is the opposite of hot. Hot is the opposite of cold.'}, {'prompt': 'The planets of the solar system are:', 'completion': '<|bos|>The planets of the solar system are: Jupiter, Saturn, Uranus, Neptune, Pluto, Uranus, and'}, {'prompt': 'My favorite color is', 'completion': ""<|bos|>My favorite color is blue. It's a very calming color that is often used in art and design""}, {'prompt': 'If 5*x + 3 = 13, then x is', 'completion': '<|bos|>If 5*x + 3 = 13, then x is 5*x + 3 = 13. If 5*x'}]",0.362477570772171,0.00897496473044157,0.2651936411857605,0.5542929172515869,0.29436859488487244,0.5399999618530273,0.24406224489212036,0.6751903891563416,0.33800002932548523,0.29846692085266113,0.3586934804916382,0.5897436141967773,0.5059194564819336,0.07600000500679016,0.23043477535247803,0.39242422580718994,0.09047619253396988,0.0,0.20539261400699615,0.1618439108133316,0.537614643573761,0.25290000438690186,0.14997009436289468,0.00897496473044157,0.2651936411857605,0.40572388966878253,0.059158126513163246,0.07999992370605469,0.05507780611515044,0.3503807783126831,0.1173333724339803,0.29846692085266113,0.14492464065551758,0.1794872283935547,0.011838912963867188,0.07600000500679016,0.03804346919059752,0.39242422580718994,0.09047619253396988,0.0,0.20539261400699615,0.1618439108133316,-0.21680356954273422,0.17810781560715275,0.8499487129788914,0.8490723081236803,20,64,128,2048,SSSL,-1,2.15e+18,-1,-1.0,-1.0,32,-1,0.3,0.008,0.28,0.02,0.5,40,0.65,0.05,-1,False,tensorwise,-1,52428800,999999,-1,-1,-1,,,nanochat,guillaume-lajoie,scaling_law_sanity,
d1hbiqyh,399114882,d1hbiqyh,3634,-1,0.17564000575972272,"[{'prompt': 'The capital of France is', 'completion': '<|bos|>The capital of France is Paris, and the city of Paris is the capital of France. The capital of'}, {'prompt': 'The chemical symbol of gold is', 'completion': '<|bos|>The chemical symbol of gold is Au. It is a soft, silvery-white metal that is found in nature as'}, {'prompt': 'If yesterday was Friday, then tomorrow will be', 'completion': '<|bos|>If yesterday was Friday, then tomorrow will be today. If tomorrow is today, then tomorrow will be tomorrow. If tomorrow is'}, {'prompt': 'The opposite of hot is', 'completion': '<|bos|>The opposite of hot is cold. The opposite of cold is cold. The opposite of hot is cold.'}, {'prompt': 'The planets of the solar system are:', 'completion': '<|bos|>The planets of the solar system are: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Ne'}, {'prompt': 'My favorite color is', 'completion': '<|bos|>My favorite color is blue. I love the color blue. I love the color blue. I love'}, {'prompt': 'If 5*x + 3 = 13, then x is', 'completion': '<|bos|>If 5*x + 3 = 13, then x is 5*x + 3. If 5*x + 3'}]",0.39743077754974365,0.020784128457307816,0.3247871696949005,0.5934343338012695,0.31143343448638916,0.5899999737739563,0.3169533312320709,0.6953209638595581,0.33000001311302185,0.3217543065547943,0.3945429027080536,0.6043956279754639,0.5169692039489746,0.05100000277161598,0.23478259146213531,0.3909090757369995,0.15238095819950104,0.03125,0.24872279167175293,0.21345359086990356,0.5782874226570129,0.25459998846054077,0.19657437006632486,0.020784128457307816,0.3247871696949005,0.4579124450683594,0.08191124598185222,0.1799999475479126,0.14619166404008863,0.3906419277191162,0.1066666841506958,0.3217543065547943,0.19272387027740479,0.20879125595092773,0.03393840789794922,0.05100000277161598,0.04347823932766913,0.3909090757369995,0.15238095819950104,0.03125,0.24872279167175293,0.21345359086990356,-0.10976994037628172,0.17997798510510535,0.814954858037185,0.8136876555399483,14,64,128,2048,SSSL,-1,2.15e+18,-1,-1.0,-1.0,32,-1,0.3,0.008,0.28,0.02,0.5,40,0.65,0.05,-1,False,tensorwise,-1,52428800,999999,-1,-1,-1,,,nanochat,guillaume-lajoie,scaling_law_sanity,
d2wqpszm,536871738,d2wqpszm,5582,-1,0.2065394203686456,"[{'prompt': 'The capital of France is', 'completion': '<|bos|>The capital of France is the capital of the French Republic. It is the largest city in the country,'}, {'prompt': 'The chemical symbol of gold is', 'completion': '<|bos|>The chemical symbol of gold is Au. The chemical symbol of gold is Au. The chemical symbol of gold is'}, {'prompt': 'If yesterday was Friday, then tomorrow will be', 'completion': '<|bos|>If yesterday was Friday, then tomorrow will be Monday. If yesterday was today, then tomorrow will be tomorrow. If yesterday was'}, {'prompt': 'The opposite of hot is', 'completion': '<|bos|>The opposite of hot is cold. The opposite of cold is hot. The opposite of hot is cold.'}, {'prompt': 'The planets of the solar system are:', 'completion': '<|bos|>The planets of the solar system are: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Ne'}, {'prompt': 'My favorite color is', 'completion': '<|bos|>My favorite color is blue. I love the color blue because it is a calming color that can help'}, {'prompt': 'If 5*x + 3 = 13, then x is', 'completion': '<|bos|>If 5*x + 3 = 13, then x is a positive integer. If 5*x + 3 = 13,'}]",0.45000994205474854,0.04062352329492569,0.37744203209877014,0.6287878751754761,0.3361774682998657,0.6399999856948853,0.22276821732521057,0.7116430997848511,0.36400002241134644,0.3621191382408142,0.44204339385032654,0.6336996555328369,0.5295974612236023,0.10200000554323196,0.25652173161506653,0.4166666567325592,0.1666666716337204,0.0,0.3249763548374176,0.2541651129722595,0.5785932540893555,0.2586999833583832,0.26667992273966473,0.04062352329492569,0.37744203209877014,0.5050505002339681,0.11490329106648763,0.2799999713897705,0.0284602716565132,0.42328619956970215,0.15200002988179526,0.3621191382408142,0.25605785846710205,0.26739931106567383,0.05919492244720459,0.10200000554323196,0.07065216451883315,0.4166666567325592,0.1666666716337204,0.0,0.3249763548374176,0.2541651129722595,-0.10896512081748559,0.18448843053727523,0.782665194336733,0.7810396644129202,16,64,128,2048,SSSL,-1,4.64e+18,-1,-1.0,-1.0,32,-1,0.3,0.008,0.28,0.02,0.5,40,0.65,0.05,-1,False,tensorwise,-1,52428800,999999,-1,-1,-1,,,nanochat,guillaume-lajoie,scaling_law_sanity,
d796bqr2,701891594,d796bqr2,2030,-1,0.19512428408661825,"[{'prompt': 'The capital of France is', 'completion': '<|bos|>The capital of France is Paris, and the capital of France is Paris. The capital of France is Paris'}, {'prompt': 'The chemical symbol of gold is', 'completion': '<|bos|>The chemical symbol of gold is Au. The atomic number of gold is 79. The atomic weight of gold'}, {'prompt': 'If yesterday was Friday, then tomorrow will be', 'completion': '<|bos|>If yesterday was Friday, then tomorrow will be Saturday. If yesterday was Sunday, then tomorrow will be Monday. If yesterday was'}, {'prompt': 'The opposite of hot is', 'completion': '<|bos|>The opposite of hot is cold. The opposite of cold is hot. The opposite of hot is cold.'}, {'prompt': 'The planets of the solar system are:', 'completion': '<|bos|>The planets of the solar system are: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Ne'}, {'prompt': 'My favorite color is', 'completion': '<|bos|>My favorite color is blue. I love the way it makes me feel. I love the way it'}, {'prompt': 'If 5*x + 3 = 13, then x is', 'completion': '<|bos|>If 5*x + 3 = 13, then x is the number of times the number 5 is repeated. If 5*x'}]",0.4354709982872009,0.03684459254145622,0.3742433786392212,0.6241582632064819,0.32081910967826843,0.6200000047683716,0.27436527609825134,0.7023938894271851,0.33800002932548523,0.34096643328666687,0.43059149384498596,0.6190476417541504,0.5327545404434204,0.09600000083446503,0.24347825348377228,0.3916666507720947,0.15238095819950104,0.03125,0.3057710528373718,0.23261931538581848,0.5678898692131042,0.24889999628067017,0.24729466438293457,0.03684459254145622,0.3742433786392212,0.49887768427530926,0.09442547957102458,0.24000000953674316,0.09295659512281416,0.4047877788543701,0.1173333724339803,0.34096643328666687,0.2407886584599813,0.23809528350830078,0.06550908088684082,0.09600000083446503,0.05434781685471533,0.3916666507720947,0.15238095819950104,0.03125,0.3057710528373718,0.23261931538581848,-0.13713192312340985,0.1737073666454017,0.7887215141705003,0.7872277517794404,18,64,128,2048,SSSL,-1,4.64e+18,-1,-1.0,-1.0,32,-1,0.3,0.008,0.28,0.02,0.5,40,0.65,0.05,-1,False,tensorwise,-1,52428800,999999,-1,-1,-1,,,nanochat,guillaume-lajoie,scaling_law_sanity,
dhds26kd,286261730,dhds26kd,5398,-1,0.17997705694030455,"[{'prompt': 'The capital of France is', 'completion': '<|bos|>The capital of France is the capital of the country, and the capital of the world. The capital of'}, {'prompt': 'The chemical symbol of gold is', 'completion': '<|bos|>The chemical symbol of gold is Au. It is a soft, silvery-white metal that is malleable and duct'}, {'prompt': 'If yesterday was Friday, then tomorrow will be', 'completion': '<|bos|>If yesterday was Friday, then tomorrow will be Friday. If yesterday was Friday, then tomorrow will be Friday. If yesterday was'}, {'prompt': 'The opposite of hot is', 'completion': '<|bos|>The opposite of hot is cold. The opposite of cold is hot. The opposite of hot is cold.'}, {'prompt': 'The planets of the solar system are:', 'completion': '<|bos|>The planets of the solar system are: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Ne'}, {'prompt': 'My favorite color is', 'completion': '<|bos|>My favorite color is blue. I love it. I love it. I love it. I love'}, {'prompt': 'If 5*x + 3 = 13, then x is', 'completion': '<|bos|>If 5*x + 3 = 13, then x is the number of ways to get 13. If 5*x + '}]",0.39663413166999817,0.012753896415233612,0.28418877720832825,0.5913299322128296,0.3071672320365906,0.6100000143051147,0.3071253001689911,0.6871599555015564,0.33800002932548523,0.3192315101623535,0.39006173610687256,0.6336996555328369,0.5264403820037842,0.08100000023841858,0.25652173161506653,0.43030300736427307,0.13809524476528168,0.03125,0.2040681093931198,0.22898659110069275,0.5819571614265442,0.25429999828338623,0.19551217555999756,0.012753896415233612,0.28418877720832825,0.45510657628377277,0.07622297604878743,0.2200000286102295,0.13390662521123883,0.3743199110031128,0.1173333724339803,0.3192315101623535,0.18674898147583008,0.26739931106567383,0.05288076400756836,0.08100000023841858,0.07065216451883315,0.43030300736427307,0.13809524476528168,0.03125,0.2040681093931198,0.22898659110069275,-0.1001127330880416,0.17964796290801566,0.8202769885521588,0.8187921015619123,12,64,128,2048,SSSL,-1,2.15e+18,-1,-1.0,-1.0,32,-1,0.3,0.008,0.28,0.02,0.5,40,0.65,0.05,-1,False,tensorwise,-1,52428800,999999,-1,-1,-1,,,nanochat,guillaume-lajoie,scaling_law_sanity,
edwdnb94,536871738,edwdnb94,2587,-1,0.17964974149581328,"[{'prompt': 'The capital of France is', 'completion': '<|bos|>The capital of France is Paris. It is the capital of France and the capital of the United Kingdom.'}, {'prompt': 'The chemical symbol of gold is', 'completion': '<|bos|>The chemical symbol of gold is Au. It is a soft, malleable, and ductile metal. It'}, {'prompt': 'If yesterday was Friday, then tomorrow will be', 'completion': '<|bos|>If yesterday was Friday, then tomorrow will be Friday. If yesterday was Saturday, then tomorrow will be Saturday. If yesterday was'}, {'prompt': 'The opposite of hot is', 'completion': '<|bos|>The opposite of hot is cold. The opposite of cold is hot. The opposite of hot is cold.'}, {'prompt': 'The planets of the solar system are:', 'completion': '<|bos|>The planets of the solar system are: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Ne'}, {'prompt': 'My favorite color is', 'completion': '<|bos|>My favorite color is blue. I love the color blue. I love the color blue. I love'}, {'prompt': 'If 5*x + 3 = 13, then x is', 'completion': '<|bos|>If 5*x + 3 = 13, then x is the number of times the number of times the number of times the number of times'}]",0.400617390871048,0.02220122702419758,0.33940258622169495,0.6043770909309387,0.3037542700767517,0.6299999952316284,0.23669123649597168,0.6877040266990662,0.3400000035762787,0.3252474367618561,0.3924517035484314,0.6410256624221802,0.5138121247291565,0.11700000613927841,0.22608694434165955,0.39772725105285645,0.16190476715564728,0.03125,0.28382211923599243,0.2099461406469345,0.5464831590652466,0.25349998474121094,0.20082318782806396,0.02220122702419758,0.33940258622169495,0.4725027879079183,0.07167236010233562,0.25999999046325684,0.045864045619964586,0.3754080533981323,0.12000000476837158,0.3252474367618561,0.18993560473124185,0.28205132484436035,0.02762424945831299,0.11700000613927841,0.03260868042707442,0.39772725105285645,0.16190476715564728,0.03125,0.28382211923599243,0.2099461406469345,-0.19346537088093002,0.17876786000133216,0.815896703914794,0.8148147729081567,16,64,128,2048,SSSL,-1,2.15e+18,-1,-1.0,-1.0,32,-1,0.3,0.008,0.28,0.02,0.5,40,0.65,0.05,-1,False,tensorwise,-1,52428800,999999,-1,-1,-1,,,nanochat,guillaume-lajoie,scaling_law_sanity,
ghodxp5i,896533746,ghodxp5i,1533,-1,0.18350482171036964,"[{'prompt': 'The capital of France is', 'completion': '<|bos|>The capital of France is Paris, the capital of France. It is the largest city in the world,'}, {'prompt': 'The chemical symbol of gold is', 'completion': '<|bos|>The chemical symbol of gold is Au. It is a soft, malleable, ductile, and malleable'}, {'prompt': 'If yesterday was Friday, then tomorrow will be', 'completion': '<|bos|>If yesterday was Friday, then tomorrow will be Friday. If yesterday was Saturday, then Saturday will be Saturday. If yesterday was'}, {'prompt': 'The opposite of hot is', 'completion': '<|bos|>The opposite of hot is cold. The opposite of cold is hot. The opposite of hot is cold.'}, {'prompt': 'The planets of the solar system are:', 'completion': '<|bos|>The planets of the solar system are: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Ne'}, {'prompt': 'My favorite color is', 'completion': '<|bos|>My favorite color is blue. I love the color blue. I love the color blue. I love'}, {'prompt': 'If 5*x + 3 = 13, then x is', 'completion': '<|bos|>If 5*x + 3 = 13, then x is the number of times the number of times the number of times the number of times'}]",0.42461660504341125,0.02361832745373249,0.3326115608215332,0.6203703284263611,0.32679179310798645,0.6100000143051147,0.2719082832336426,0.6974972486495972,0.3800000250339508,0.3376673758029938,0.41854211688041687,0.6007326245307922,0.5027624368667603,0.10500000417232513,0.20434781908988953,0.3893939256668091,0.13333334028720856,0.0,0.2846736013889313,0.21846424043178558,0.5767583847045898,0.25619998574256897,0.23282214005788168,0.02361832745373249,0.3326115608215332,0.49382710456848145,0.10238905747731526,0.2200000286102295,0.08988535404205321,0.39499449729919434,0.17333336671193442,0.3376673758029938,0.2247228225072225,0.20146524906158447,0.005524873733520508,0.10500000417232513,0.005434773862361894,0.3893939256668091,0.13333334028720856,0.0,0.2846736013889313,0.21846424043178558,-0.11379372446160566,0.18173815813263913,0.796698889972142,0.7953718528044731,20,64,128,2048,SSSL,-1,4.64e+18,-1,-1.0,-1.0,32,-1,0.3,0.008,0.28,0.02,0.5,40,0.65,0.05,-1,False,tensorwise,-1,52428800,999999,-1,-1,-1,,,nanochat,guillaume-lajoie,scaling_law_sanity,
